"","GO","Pvalue","OddsRatio","ExpCount","Count","Size","Term","ontology"
"252","GO:0030336",0.00789180372330373,2.275050719135,21.6796834553657,30,43,"negative regulation of cell migration","BP"
"253","GO:0048545",0.00804620624428703,3.12599645704163,12.5926887142222,19,25,"response to steroid hormone stimulus","BP"
"254","GO:0007173",0.00809341554554666,3.12328767123288,12.5980754996299,19,25,"epidermal growth factor receptor signaling pathway","BP"
"255","GO:0070167",0.00814968208604553,3.12008433853094,12.6044671252126,19,25,"regulation of biomineral formation","BP"
"256","GO:0031401",0.00820432287317585,1.88844478145202,33.7677619893428,44,67,"positive regulation of protein modification process","BP"
"257","GO:0048562",0.00823065498177527,Inf,3.52693901716992,7,7,"embryonic organ morphogenesis","BP"
"258","GO:0014032",0.00823504911523983,Inf,3.5272081143111,7,7,"neural crest cell development","BP"
"259","GO:0001710",0.0082685186858893,Inf,3.52925079505954,7,7,"mesodermal cell fate commitment","BP"
"260","GO:0002052",0.0082685186858893,Inf,3.52925079505954,7,7,"positive regulation of neuroblast proliferation","BP"
"261","GO:0008354",0.0082685186858893,Inf,3.52925079505954,7,7,"germ cell migration","BP"
"262","GO:0010460",0.0082685186858893,Inf,3.52925079505954,7,7,"positive regulation of heart rate","BP"
"263","GO:0016441",0.0082685186858893,Inf,3.52925079505954,7,7,"posttranscriptional gene silencing","BP"
"264","GO:0018107",0.0082685186858893,Inf,3.52925079505954,7,7,"peptidyl-threonine phosphorylation","BP"
"265","GO:0021936",0.0082685186858893,Inf,3.52925079505954,7,7,"regulation of granule cell precursor proliferation","BP"
"266","GO:0032925",0.0082685186858893,Inf,3.52925079505954,7,7,"regulation of activin receptor signaling pathway","BP"
"267","GO:0042921",0.0082685186858893,Inf,3.52925079505954,7,7,"glucocorticoid receptor signaling pathway","BP"
"268","GO:0045686",0.0082685186858893,Inf,3.52925079505954,7,7,"negative regulation of glial cell differentiation","BP"
"269","GO:0048169",0.0082685186858893,Inf,3.52925079505954,7,7,"regulation of long-term neuronal synaptic plasticity","BP"
"270","GO:0050910",0.0082685186858893,Inf,3.52925079505954,7,7,"detection of mechanical stimulus involved in sensory perception of sound","BP"
"271","GO:0060396",0.0082685186858893,Inf,3.52925079505954,7,7,"growth hormone receptor signaling pathway","BP"
"272","GO:0051247",0.00842120853793354,1.56030276046305,65.0390503660972,79,129,"positive regulation of protein metabolic process","BP"
"273","GO:0019222",0.00859152874326713,1.64274866938047,49.4917382683410,62,103,"regulation of metabolic process","BP"
"274","GO:0051098",0.00880370825881559,1.67237352805736,48.905332445825,61,97,"regulation of binding","BP"
"275","GO:0040008",0.0091016118045135,1.64918076840999,50.7263897190675,63,101,"regulation of growth","BP"
"276","GO:0001570",0.00933758789871476,3.3495,11.0919310701871,17,22,"vasculogenesis","BP"
"277","GO:0045840",0.00933758789871476,3.3495,11.0919310701871,17,22,"positive regulation of mitosis","BP"
"278","GO:0046852",0.00933758789871476,3.3495,11.0919310701871,17,22,"positive regulation of bone remodeling","BP"
"279","GO:0030509",0.00935674730445395,2.30338349562309,20.1524909319713,28,40,"BMP signaling pathway","BP"
"280","GO:0007187",0.00973478786772723,1.68341992811328,46.3844390207825,58,92,"G-protein signaling, coupled to cyclic nucleotide second messenger","BP"
"281","GO:0031326",0.00974876866588517,1.34472227524337,130.554508748318,150,270,"regulation of cellular biosynthetic process","BP"
"282","GO:0048732",0.0102148651465925,3.71336589698046,9.55432603044931,15,19,"gland development","BP"
"283","GO:0048518",0.0103317367845363,3.34249705931776,10.2811782080735,16,21,"positive regulation of biological process","BP"
"284","GO:0055082",0.0104452726689218,1.33881640260951,137.640781007322,157,273,"cellular chemical homeostasis","BP"
"285","GO:0043434",0.010467177511386,3.69752540874945,9.57458154347504,15,19,"response to peptide hormone stimulus","BP"
"286","GO:0001841",0.0105279554997406,3.69376653925316,9.5793950151616,15,19,"neural tube formation","BP"
"287","GO:0003014",0.0105279554997406,3.69376653925316,9.5793950151616,15,19,"renal system process","BP"
"288","GO:0045216",0.0105279554997406,3.69376653925316,9.5793950151616,15,19,"cell-cell junction organization","BP"
"289","GO:0051147",0.0105279554997406,3.69376653925316,9.5793950151616,15,19,"regulation of muscle cell differentiation","BP"
"290","GO:0016481",0.0108386058745098,1.71071500237372,42.0569706103994,53,84,"negative regulation of transcription","BP"
"291","GO:0007623",0.0112776483510967,2.51831681549079,16.1337179202722,23,32,"circadian rhythm","BP"
"292","GO:0009612",0.0113454917271036,8.8859920459567,5.03480965782847,9,10,"response to mechanical stimulus","BP"
"293","GO:0003002",0.0114195391882059,5.4844053126399,6.51358614511795,11,13,"regionalization","BP"
"294","GO:0046887",0.0114407224256640,8.86768597471332,5.03995856149179,9,10,"positive regulation of hormone secretion","BP"
"295","GO:0007190",0.0114646511802376,4.27460223924573,8.06044444444444,13,16,"activation of adenylate cyclase activity","BP"
"296","GO:0007618",0.0114747060338449,8.86119271445358,5.04178685008505,9,10,"mating","BP"
"297","GO:0014812",0.0114747060338449,8.86119271445358,5.04178685008505,9,10,"muscle cell migration","BP"
"298","GO:0030878",0.0114747060338449,8.86119271445358,5.04178685008505,9,10,"thyroid gland development","BP"
"299","GO:0035272",0.0114747060338449,8.86119271445358,5.04178685008505,9,10,"exocrine system development","BP"
"300","GO:0050654",0.0114747060338449,8.86119271445358,5.04178685008505,9,10,"chondroitin sulfate proteoglycan metabolic process","BP"
"301","GO:0030098",0.0114996235575539,1.67537144420377,44.8588444181401,56,89,"lymphocyte differentiation","BP"
"302","GO:0048536",0.0115601215586471,4.26773466588281,8.06685896013608,13,16,"spleen development","BP"
"303","GO:0001502",0.0121029020021687,5.41595650896268,6.55432290511057,11,13,"cartilage condensation","BP"
"304","GO:0007026",0.0121029020021687,5.41595650896268,6.55432290511057,11,13,"negative regulation of microtubule depolymerization","BP"
"305","GO:0042127",0.0124438931708821,2.07883294603666,22.9610589502847,31,46,"regulation of cell proliferation","BP"
"306","GO:0018193",0.0124560727466518,1.48127786032689,73.1059093262333,87,145,"peptidyl-amino acid modification","BP"
"307","GO:0002761",0.0129390310840055,2.11223136668842,22.1838621403742,30,44,"regulation of myeloid leukocyte differentiation","BP"
"308","GO:0007266",0.0129746645487898,2.3818046677568,17.0822356180695,24,34,"Rho protein signal transduction","BP"
"309","GO:0034623",0.0132244290018705,1.83778308468391,31.7632571555358,41,63,"cellular macromolecular complex disassembly","BP"
"310","GO:0007565",0.0144494619122581,1.74493030230735,36.3008653206124,46,72,"female pregnancy","BP"
"311","GO:0007189",0.0145934854075772,3.15200705778562,10.5877523851786,16,21,"activation of adenylate cyclase activity by G-protein signaling pathway","BP"
"312","GO:0010578",0.0145934854075772,3.15200705778562,10.5877523851786,16,21,"regulation of adenylate cyclase activity involved in G-protein signaling","BP"
"313","GO:0016525",0.0145934854075772,3.15200705778562,10.5877523851786,16,21,"negative regulation of angiogenesis","BP"
"314","GO:0051270",0.0147552790003317,1.68207070707071,40.7765325812676,51,81,"regulation of cell motion","BP"
"315","GO:0007588",0.0148164453867521,2.03712545436683,23.1922195103912,31,46,"excretion","BP"
"316","GO:0001817",0.0156706833562464,1.58691593165785,49.8667753408417,61,99,"regulation of cytokine production","BP"
"317","GO:0006753",0.0158402733236398,1.28190460416653,164.362251312773,184,326,"nucleoside phosphate metabolic process","BP"
"318","GO:0042475",0.01602805386905,2.67395872735679,13.1086458102211,19,26,"odontogenesis of dentine-containing tooth","BP"
"319","GO:0045785",0.01602805386905,2.67395872735679,13.1086458102211,19,26,"positive regulation of cell adhesion","BP"
"320","GO:0021510",0.0162786356262679,Inf,3.02111267501296,6,6,"spinal cord development","BP"
"321","GO:0048665",0.0163641837651885,Inf,3.02375138734739,6,6,"neuron fate specification","BP"
"322","GO:0048701",0.0163784962960509,Inf,3.0241917585263,6,6,"embryonic cranial skeleton morphogenesis","BP"
"323","GO:0002089",0.0164071399265591,Inf,3.02507211005103,6,6,"lens morphogenesis in camera-type eye","BP"
"324","GO:0002823",0.0164071399265591,Inf,3.02507211005103,6,6,"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"325","GO:0010553",0.0164071399265591,Inf,3.02507211005103,6,6,"negative regulation of specific transcription from RNA polymerase II promoter","BP"
"326","GO:0010657",0.0164071399265591,Inf,3.02507211005103,6,6,"muscle cell apoptosis","BP"
"327","GO:0021871",0.0164071399265591,Inf,3.02507211005103,6,6,"forebrain regionalization","BP"
"328","GO:0030325",0.0164071399265591,Inf,3.02507211005103,6,6,"adrenal gland development","BP"
"329","GO:0033138",0.0164071399265591,Inf,3.02507211005103,6,6,"positive regulation of peptidyl-serine phosphorylation","BP"
"330","GO:0043536",0.0164071399265591,Inf,3.02507211005103,6,6,"positive regulation of blood vessel endothelial cell migration","BP"
"331","GO:0043584",0.0164071399265591,Inf,3.02507211005103,6,6,"nose development","BP"
"332","GO:0045687",0.0164071399265591,Inf,3.02507211005103,6,6,"positive regulation of glial cell differentiation","BP"
"333","GO:0045773",0.0164071399265591,Inf,3.02507211005103,6,6,"positive regulation of axon extension","BP"
"334","GO:0046325",0.0164071399265591,Inf,3.02507211005103,6,6,"negative regulation of glucose import","BP"
"335","GO:0060314",0.0164071399265591,Inf,3.02507211005103,6,6,"regulation of ryanodine-sensitive calcium-release channel activity","BP"
"336","GO:0051250",0.0164406002493179,2.40847028043496,15.6295392352637,22,31,"negative regulation of lymphocyte activation","BP"
"337","GO:0010001",0.0166105173623606,3.45459905660377,9.06534301377982,14,18,"glial cell differentiation","BP"
"338","GO:0045787",0.0166491310256778,3.45306513409962,9.06733832135714,14,18,"positive regulation of cell cycle","BP"
"339","GO:0030308",0.0174703744782871,1.79269454169853,31.2590784705273,40,62,"negative regulation of cell growth","BP"
"340","GO:0046822",0.0179133904009023,2.04152285545921,21.6796834553657,29,43,"regulation of nucleocytoplasmic transport","BP"
"341","GO:0051170",0.0179708328418607,1.55401243707433,51.930404555876,63,103,"nuclear import","BP"
"342","GO:0045860",0.0181907230462517,1.71171583548852,35.7456290454579,45,71,"positive regulation of protein kinase activity","BP"
"343","GO:0035239",0.0185964340388463,2.80234505862647,11.5725094577554,17,23,"tube morphogenesis","BP"
"344","GO:0001822",0.0186437253331665,2.80112210246567,11.5750074117996,17,23,"kidney development","BP"
"345","GO:0050670",0.0188119101670319,1.9134208518313,25.2089342504253,33,50,"regulation of lymphocyte proliferation","BP"
"346","GO:0043193",0.0189023944311105,2.13508074412212,19.1587900303232,26,38,"positive regulation of gene-specific transcription","BP"
"347","GO:0050866",0.0189023944311105,2.13508074412212,19.1587900303232,26,38,"negative regulation of cell activation","BP"
"348","GO:0031018",0.0189661605469690,3.93886847905951,7.56268027512758,12,15,"endocrine pancreas development","BP"
"349","GO:0031646",0.0189661605469690,3.93886847905951,7.56268027512758,12,15,"positive regulation of neurological system process","BP"
"350","GO:0032870",0.0189661605469690,3.93886847905951,7.56268027512758,12,15,"cellular response to hormone stimulus","BP"
"351","GO:0045104",0.0189661605469690,3.93886847905951,7.56268027512758,12,15,"intermediate filament cytoskeleton organization","BP"
"352","GO:0030199",0.0190469231219537,2.79083333333333,11.5961097551956,17,23,"collagen fibril organization","BP"
"353","GO:0043405",0.0194131445442992,2.46998666073811,14.0968677925750,20,28,"regulation of MAP kinase activity","BP"
"354","GO:0042593",0.0196002242332912,2.26614659994112,16.6378966052807,23,33,"glucose homeostasis","BP"
"355","GO:0032268",0.0196075735711976,1.29569243156200,139.539187281777,157,277,"regulation of cellular protein metabolic process","BP"
"356","GO:0010551",0.0196634355341487,2.46502724193786,14.1108398076212,20,28,"regulation of specific transcription from RNA polymerase II promoter","BP"
"357","GO:0065009",0.0196746754063405,4.97969701702327,6.01594746716698,10,12,"regulation of molecular function","BP"
"358","GO:0048705",0.0201712345580998,4.94972645275765,6.03385300668151,10,12,"skeletal system morphogenesis","BP"
"359","GO:0048872",0.0202115167734746,1.68005163633579,36.8050440056209,46,73,"homeostasis of number of cells","BP"
"360","GO:0043549",0.0204575610799462,1.31159508558227,125.540492567118,142,249,"regulation of kinase activity","BP"
"361","GO:0008154",0.0204714636840175,4.93209329790375,6.04455004455004,10,12,"actin polymerization or depolymerization","BP"
"362","GO:0021915",0.0204935144426899,4.93080094228504,6.04532661827877,10,12,"neural tube development","BP"
"363","GO:0031032",0.0205054304251577,4.93010594467334,6.04574727959138,10,12,"actomyosin structure organization","BP"
"364","GO:0045165",0.0205383470601590,2.06150419736166,20.0950965824666,27,40,"cell fate commitment","BP"
"365","GO:0001990",0.0205676319092525,4.92649220817407,6.04794317845516,10,12,"regulation of systemic arterial blood pressure by hormone","BP"
"366","GO:0021587",0.0206301308182097,4.9228735125606,6.05014422010206,10,12,"cerebellum morphogenesis","BP"
"367","GO:0030049",0.0206301308182097,4.9228735125606,6.05014422010206,10,12,"muscle filament sliding","BP"
"368","GO:0035136",0.0206301308182097,4.9228735125606,6.05014422010206,10,12,"forelimb morphogenesis","BP"
"369","GO:0043367",0.0206301308182097,4.9228735125606,6.05014422010206,10,12,"CD4-positive, alpha beta T cell differentiation","BP"
"370","GO:0048538",0.0206301308182097,4.9228735125606,6.05014422010206,10,12,"thymus development","BP"
"371","GO:0070252",0.0206301308182097,4.9228735125606,6.05014422010206,10,12,"actin-mediated cell contraction","BP"
"372","GO:0006491",0.0207039309664438,7.87545895138787,4.53760816507655,8,9,"N-glycan processing","BP"
"373","GO:0007379",0.0207039309664438,7.87545895138787,4.53760816507655,8,9,"segment specification","BP"
"374","GO:0008045",0.0207039309664438,7.87545895138787,4.53760816507655,8,9,"motor axon guidance","BP"
"375","GO:0035050",0.0207039309664438,7.87545895138787,4.53760816507655,8,9,"embryonic heart tube development","BP"
"376","GO:0042523",0.0207039309664438,7.87545895138787,4.53760816507655,8,9,"positive regulation of tyrosine phosphorylation of Stat5 protein","BP"
"377","GO:0045682",0.0207039309664438,7.87545895138787,4.53760816507655,8,9,"regulation of epidermis development","BP"
"378","GO:0045885",0.0207039309664438,7.87545895138787,4.53760816507655,8,9,"positive regulation of survival gene product expression","BP"
"379","GO:0007050",0.0211584620705691,1.5782280727703,45.880260335774,56,91,"cell cycle arrest","BP"
"380","GO:0043269",0.0216920658196141,2.0466409878781,20.1671474003402,27,40,"regulation of ion transport","BP"
"381","GO:0045740",0.0225412449034839,2.95457218465157,10.0835737001701,15,20,"positive regulation of DNA replication","BP"
"382","GO:0060048",0.0225412449034839,2.95457218465157,10.0835737001701,15,20,"cardiac muscle contraction","BP"
"383","GO:0050793",0.0227052143954805,2.74035543996532,10.8591549295775,16,22,"regulation of developmental process","BP"
"384","GO:0045595",0.0227869233044475,2.0947107605178,18.4679037489628,25,37,"regulation of cell differentiation","BP"
"385","GO:0043627",0.0229013268796975,2.14969955703063,17.6462539752977,24,35,"response to estrogen stimulus","BP"
"386","GO:0001505",0.0234489339725108,2.30267690187974,15.1123137371191,21,30,"regulation of neurotransmitter levels","BP"
"387","GO:0030837",0.0237136682036844,2.29865607219933,15.1253605502552,21,30,"negative regulation of actin filament polymerization","BP"
"388","GO:0051240",0.0238026108270902,1.57359282746556,44.2677352330068,54,88,"positive regulation of multicellular organismal process","BP"
"389","GO:0050789",0.0243691738189129,2.49178172255095,10.7047841306884,16,24,"regulation of biological process","BP"
"390","GO:0019933",0.024854627480751,1.71449467829166,31.7632571555358,40,63,"cAMP-mediated signaling","BP"
"391","GO:0042107",0.025892739500637,1.64328607993700,36.3008653206124,45,72,"cytokine metabolic process","BP"
"392","GO:0048592",0.0260659882025492,3.21114391143911,8.55672549310396,13,17,"eye morphogenesis","BP"
"393","GO:0046488",0.0264873619334803,3.20032333921223,8.57103764514459,13,17,"phosphatidylinositol metabolic process","BP"
"394","GO:0043066",0.0274021781201841,1.56532994252952,42.7007271909439,52,85,"negative regulation of apoptosis","BP"
"395","GO:0032535",0.0275275922924938,1.73669756988341,29.2423637304933,37,58,"regulation of cellular component size","BP"
"396","GO:0007269",0.0277990944254045,2.16729948491538,16.1337179202722,22,32,"neurotransmitter secretion","BP"
"397","GO:0003007",0.0282384863770957,2.34625885478158,13.5930206712603,19,27,"heart morphogenesis","BP"
"398","GO:0016358",0.028609212097877,2.62628044895359,11.0919310701871,16,22,"dendrite development","BP"
"399","GO:0051384",0.028609212097877,2.62628044895359,11.0919310701871,16,22,"response to glucocorticoid stimulus","BP"
"400","GO:0019722",0.0298181830422858,1.97054925636872,19.6629687153317,26,39,"calcium-mediated signaling","BP"
"401","GO:0009611",0.0305416938702918,1.20187383024866,228.897122993861,249,454,"response to wounding","BP"
"402","GO:0016570",0.0305481751380953,1.84764991896272,23.1922195103912,30,46,"histone modification","BP"
"403","GO:0001755",0.0307235466858201,3.61009893231462,7.05850159011907,11,14,"neural crest cell migration","BP"
"404","GO:0016486",0.0307235466858201,3.61009893231462,7.05850159011907,11,14,"peptide hormone processing","BP"
"405","GO:0046620",0.0307235466858201,3.61009893231462,7.05850159011907,11,14,"regulation of organ growth","BP"
"406","GO:0050680",0.0307235466858201,3.61009893231462,7.05850159011907,11,14,"negative regulation of epithelial cell proliferation","BP"
"407","GO:0050777",0.0307235466858201,3.61009893231462,7.05850159011907,11,14,"negative regulation of immune response","BP"
"408","GO:0050931",0.0307235466858201,3.61009893231462,7.05850159011907,11,14,"pigment cell differentiation","BP"
"409","GO:0032956",0.0308829872559298,1.63040812155073,34.7883292655869,43,69,"regulation of actin cytoskeleton organization","BP"
"410","GO:0050731",0.0319915327198149,2.05982551449140,17.1420752902892,23,34,"positive regulation of peptidyl-tyrosine phosphorylation","BP"
"411","GO:0048839",0.0321886509637899,Inf,2.51520997180591,5,5,"inner ear development","BP"
"412","GO:0051050",0.0322229056822508,1.90966948109805,20.6204716209180,27,41,"positive regulation of transport","BP"
"413","GO:0035137",0.0324478072057080,Inf,2.51924500370096,5,5,"hindlimb morphogenesis","BP"
"414","GO:0031128",0.0324834919685840,Inf,2.51979868255496,5,5,"induction","BP"
"415","GO:0045646",0.0324951430482696,Inf,2.51997928074589,5,5,"regulation of erythrocyte differentiation","BP"
"416","GO:0048048",0.0325067922961574,Inf,2.52015979877192,5,5,"embryonic eye morphogenesis","BP"
"417","GO:0051130",0.0325393473958842,1.60865037870069,35.7734814814815,44,71,"positive regulation of cellular component organization","BP"
"418","GO:0000255",0.0325541549100664,Inf,2.52089342504253,5,5,"allantoin metabolic process","BP"
"419","GO:0001672",0.0325541549100664,Inf,2.52089342504253,5,5,"regulation of chromatin assembly or disassembly","BP"
"420","GO:0003100",0.0325541549100664,Inf,2.52089342504253,5,5,"regulation of systemic arterial blood pressure by endothelin","BP"
"421","GO:0006882",0.0325541549100664,Inf,2.52089342504253,5,5,"cellular zinc ion homeostasis","BP"
"422","GO:0007164",0.0325541549100664,Inf,2.52089342504253,5,5,"establishment of tissue polarity","BP"
"423","GO:0009649",0.0325541549100664,Inf,2.52089342504253,5,5,"entrainment of circadian clock","BP"
"424","GO:0018345",0.0325541549100664,Inf,2.52089342504253,5,5,"protein palmitoylation","BP"
"425","GO:0021520",0.0325541549100664,Inf,2.52089342504253,5,5,"spinal cord motor neuron cell fate specification","BP"
"426","GO:0021904",0.0325541549100664,Inf,2.52089342504253,5,5,"dorsoventral neural tube patterning","BP"
"427","GO:0021952",0.0325541549100664,Inf,2.52089342504253,5,5,"central nervous system projection neuron axonogenesis","BP"
"428","GO:0030800",0.0325541549100664,Inf,2.52089342504253,5,5,"negative regulation of cyclic nucleotide metabolic process","BP"
"429","GO:0030809",0.0325541549100664,Inf,2.52089342504253,5,5,"negative regulation of nucleotide biosynthetic process","BP"
"430","GO:0031050",0.0325541549100664,Inf,2.52089342504253,5,5,"dsRNA fragmentation","BP"
"431","GO:0032092",0.0325541549100664,Inf,2.52089342504253,5,5,"positive regulation of protein binding","BP"
"432","GO:0033158",0.0325541549100664,Inf,2.52089342504253,5,5,"regulation of protein import into nucleus, translocation","BP"
"433","GO:0034391",0.0325541549100664,Inf,2.52089342504253,5,5,"regulation of smooth muscle cell apoptosis","BP"
"434","GO:0035019",0.0325541549100664,Inf,2.52089342504253,5,5,"somatic stem cell maintenance","BP"
"435","GO:0035195",0.0325541549100664,Inf,2.52089342504253,5,5,"gene silencing by miRNA","BP"
"436","GO:0045634",0.0325541549100664,Inf,2.52089342504253,5,5,"regulation of melanocyte differentiation","BP"
"437","GO:0046884",0.0325541549100664,Inf,2.52089342504253,5,5,"follicle-stimulating hormone secretion","BP"
"438","GO:0048532",0.0325541549100664,Inf,2.52089342504253,5,5,"anatomical structure arrangement","BP"
"439","GO:0048535",0.0325541549100664,Inf,2.52089342504253,5,5,"lymph node development","BP"
"440","GO:0048664",0.0325541549100664,Inf,2.52089342504253,5,5,"neuron fate determination","BP"
"441","GO:0048857",0.0325541549100664,Inf,2.52089342504253,5,5,"neural nucleus development","BP"
"442","GO:0050828",0.0325541549100664,Inf,2.52089342504253,5,5,"regulation of liquid surface tension","BP"
"443","GO:0051580",0.0325541549100664,Inf,2.52089342504253,5,5,"regulation of neurotransmitter uptake","BP"
"444","GO:0051584",0.0325541549100664,Inf,2.52089342504253,5,5,"regulation of dopamine uptake","BP"
"445","GO:0055003",0.0325541549100664,Inf,2.52089342504253,5,5,"cardiac myofibril assembly","BP"
"446","GO:0060134",0.0325541549100664,Inf,2.52089342504253,5,5,"prepulse inhibition","BP"
"447","GO:0060158",0.0325541549100664,Inf,2.52089342504253,5,5,"activation of phospholipase C activity by dopamine receptor signaling pathway","BP"
"448","GO:0007611",0.0338901775240916,2.76527388158866,9.5655366812551,14,19,"learning or memory","BP"
"449","GO:0051094",0.0340485165212429,1.24828139321723,148.966143497758,165,297,"positive regulation of developmental process","BP"
"450","GO:0000060",0.0341287648120267,2.76124852767962,9.57243319268636,14,19,"protein import into nucleus, translocation","BP"
"451","GO:0042493",0.034165588696677,1.64450354609929,32.2510732790526,40,64,"response to drug","BP"
"452","GO:0006029",0.0341771841019787,2.76043567853989,9.57382873214418,14,19,"proteoglycan metabolic process","BP"
"453","GO:0045767",0.0343708826685397,2.75719535499045,9.5793950151616,14,19,"regulation of anti-apoptosis","BP"
"454","GO:0045449",0.0346305549165909,1.52585955517854,41.1678539626002,50,85,"regulation of transcription","BP"
"455","GO:0015893",0.034730494860011,4.42993537015276,5.54596553509356,9,11,"drug transport","BP"
"456","GO:0030520",0.034730494860011,4.42993537015276,5.54596553509356,9,11,"estrogen receptor signaling pathway","BP"
"457","GO:0045742",0.034730494860011,4.42993537015276,5.54596553509356,9,11,"positive regulation of epidermal growth factor receptor signaling pathway","BP"
"458","GO:0048483",0.034730494860011,4.42993537015276,5.54596553509356,9,11,"autonomic nervous system development","BP"
"459","GO:0048488",0.034730494860011,4.42993537015276,5.54596553509356,9,11,"synaptic vesicle endocytosis","BP"
"460","GO:0048547",0.034730494860011,4.42993537015276,5.54596553509356,9,11,"gut morphogenesis","BP"
"461","GO:0055123",0.034730494860011,4.42993537015276,5.54596553509356,9,11,"digestive system development","BP"
"462","GO:0060113",0.034730494860011,4.42993537015276,5.54596553509356,9,11,"inner ear receptor cell differentiation","BP"
"463","GO:0035264",0.0357363896619576,1.97461629279811,18.1306473115094,24,36,"multicellular organism growth","BP"
"464","GO:0030521",0.0362581416426709,1.97026350655086,18.1504326603062,24,36,"androgen receptor signaling pathway","BP"
"465","GO:0032946",0.0362581416426709,1.97026350655086,18.1504326603062,24,36,"positive regulation of mononuclear cell proliferation","BP"
"466","GO:0016477",0.0366180432122562,1.41465039180229,60.708183722322,71,121,"cell migration","BP"
"467","GO:0002027",0.0368644131778677,6.89710421872703,4.03137487050466,7,8,"regulation of heart rate","BP"
"468","GO:0019827",0.0368978024096972,6.89507714915503,4.03196211897011,7,8,"stem cell maintenance","BP"
"469","GO:0002026",0.0369145024144917,6.89406406112254,4.03225567803507,7,8,"regulation of the force of heart contraction","BP"
"470","GO:0051145",0.0369145024144917,6.89406406112254,4.03225567803507,7,8,"smooth muscle cell differentiation","BP"
"471","GO:0060038",0.0369145024144917,6.89406406112254,4.03225567803507,7,8,"cardiac muscle cell proliferation","BP"
"472","GO:0001991",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"regulation of systemic arterial blood pressure by circulatory renin-angiotensin","BP"
"473","GO:0002076",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"osteoblast development","BP"
"474","GO:0003084",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"positive regulation of systemic arterial blood pressure","BP"
"475","GO:0007217",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"tachykinin receptor signaling pathway","BP"
"476","GO:0008589",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"regulation of smoothened signaling pathway","BP"
"477","GO:0014910",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"regulation of smooth muscle cell migration","BP"
"478","GO:0021516",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"dorsal spinal cord development","BP"
"479","GO:0022029",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"telencephalon cell migration","BP"
"480","GO:0030252",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"growth hormone secretion","BP"
"481","GO:0031638",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"zymogen activation","BP"
"482","GO:0042447",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"hormone catabolic process","BP"
"483","GO:0042573",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"retinoic acid metabolic process","BP"
"484","GO:0043124",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"negative regulation of I-kappaB kinase/NF-kappaB cascade","BP"
"485","GO:0043537",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"negative regulation of blood vessel endothelial cell migration","BP"
"486","GO:0045197",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"establishment or maintenance of epithelial cell apical/basal polarity","BP"
"487","GO:0048008",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"platelet-derived growth factor receptor signaling pathway","BP"
"488","GO:0048662",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"negative regulation of smooth muscle cell proliferation","BP"
"489","GO:0050957",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"equilibrioception","BP"
"490","GO:0051055",0.0369813383463461,6.89001468428781,4.03342948006804,7,8,"negative regulation of lipid biosynthetic process","BP"
"491","GO:0000082",0.0370059227455861,1.83917120832720,21.6796834553657,28,43,"G1/S transition of mitotic cell cycle","BP"
"492","GO:0050808",0.0370059227455861,1.83917120832720,21.6796834553657,28,43,"synapse organization","BP"
"493","GO:0045786",0.0379416667262518,1.35681379105365,76.6351601212928,88,152,"negative regulation of cell cycle","BP"
"494","GO:0051234",0.0382043843542976,1.08141548599671,1312.88129576215,1354,2604,"establishment of localization","BP"
"495","GO:0051241",0.0386329073950437,1.54695287441401,38.7908458006221,47,77,"negative regulation of multicellular organismal process","BP"
"496","GO:0010629",0.0389418070066650,2.50494221411192,10.4968148035796,15,21,"negative regulation of gene expression","BP"
"497","GO:0007270",0.0389871109078539,2.06848145968217,15.6295392352637,21,31,"nerve-nerve synaptic transmission","BP"
"498","GO:0048741",0.0403366008939154,1.89614704281567,19.1504699874177,25,38,"skeletal muscle fiber development","BP"
"499","GO:0007405",0.0410033740893905,2.9567519858782,8.06274974100932,12,16,"neuroblast proliferation","BP"
"500","GO:0008542",0.0411842775119347,2.95371050698016,8.06685896013608,12,16,"visual learning","BP"
"501","GO:0031047",0.0411842775119347,2.95371050698016,8.06685896013608,12,16,"gene silencing by RNA","BP"
"502","GO:0048584",0.0419421091321852,1.37404871430691,67.5599437911397,78,134,"positive regulation of response to stimulus","BP"
"503","GO:0051494",0.0420514605714909,2.46607669616519,10.5786196159834,15,21,"negative regulation of cytoskeleton organization","BP"
