"id","desc","ont","hs_psc","hs_hi","mm_psc","mm_hi","patterns","pattern_sums","sums"
"GO:0007171","activation of transmembrane receptor protein tyrosine kinase activity","BP",1,0.224110248976735,0.412472998827377,1,"0000",0,2.63658324780411
"GO:0007172","signal complex assembly","BP",0.803466681296297,0.588730351769823,0.0867654052153538,1,"0000",0,2.47896243828147
"GO:0007173","epidermal growth factor receptor signaling pathway","BP",0.219941805366328,0.707464220669121,0.166121795578178,0.0793664548616035,"0000",0,1.17289427647523
"GO:0007175","negative regulation of epidermal growth factor receptor activity","BP",1,1,1,1,"0000",0,4
"GO:0007176","regulation of epidermal growth factor receptor activity","BP",1,1,0.332352376217450,0.50482295571292,"0000",0,2.83717533193037
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","BP",0.271345883262574,0.981803916843312,0.818417913718225,0.950209699099192,"0000",0,3.0217774129233
"GO:0007179","transforming growth factor beta receptor signaling pathway","BP",0.206753361867881,0.975575323074618,0.887817877256984,0.923431149587703,"0000",0,2.99357771178719
"GO:0007181","transforming growth factor beta receptor complex assembly","BP",0.37162282494938,1,1,1,"0000",0,3.37162282494938
"GO:0007182","common-partner SMAD protein phosphorylation","BP",1,1,0.549696845554305,1,"0000",0,3.54969684555430
"GO:0007183","SMAD protein complex assembly","BP",0.0635839254250378,0.469817065830226,1,1,"0000",0,2.53340099125526
"GO:0007184","SMAD protein nuclear translocation","BP",0.107923669014034,1,0.234117587816611,1,"0000",0,2.34204125683065
"GO:0007185","transmembrane receptor protein tyrosine phosphatase signaling pathway","BP",0.752011597855353,0.533038407449054,1,1,"0000",0,3.28505000530441
"GO:0007186","G-protein coupled receptor protein signaling pathway","BP",0.844255221890877,0.768121179669842,0.53868230221369,0.684331744239928,"0000",0,2.83539044801434
"GO:0007187","G-protein signaling, coupled to cyclic nucleotide second messenger","BP",0.633692034120546,0.952292139093146,0.839461073426077,0.465961549724867,"0000",0,2.89140679636464
"GO:0007188","G-protein signaling, coupled to cAMP nucleotide second messenger","BP",0.620055574203703,0.92125664984726,0.76466942982817,0.384152157219728,"0000",0,2.69013381109886
"GO:0007189","activation of adenylate cyclase activity by G-protein signaling pathway","BP",1,1,0.415163545378296,0.0761212823684724,"0000",0,2.49128482774677
"GO:0007190","activation of adenylate cyclase activity","BP",0.699140201259988,0.752594476050951,0.760692061580056,0.248648992154093,"0000",0,2.46107573104509
"GO:0007191","activation of adenylate cyclase activity by dopamine receptor signaling pathway","BP",1,1,0.735524320279223,0.130984880051530,"0000",0,2.86650920033075
"GO:0007193","inhibition of adenylate cyclase activity by G-protein signaling","BP",0.645985479197341,1,0.658420819979181,0.717934359181609,"0000",0,3.02234065835813
"GO:0007194","negative regulation of adenylate cyclase activity","BP",0.576486370932101,0.679936752393103,0.716936282022906,0.754971168102125,"0000",0,2.72833057345024
"GO:0007195","inhibition of adenylate cyclase activity by dopamine receptor signaling pathway","BP",1,1,1,1,"0000",0,4
"GO:0007197","inhibition of adenylate cyclase activity by muscarinic acetylcholine receptor signaling pathway","BP",1,1,1,1,"0000",0,4
"GO:0007199","G-protein signaling, coupled to cGMP nucleotide second messenger","BP",0.37162282494938,1,1,1,"0000",0,3.37162282494938
"GO:0007200","activation of phospholipase C activity by G-protein coupled receptor protein signaling pathway coupled to IP3 second messenger","BP",0.534456022830087,1,0.586400740784146,0.908600255088095,"0000",0,3.02945701870233
"GO:0007202","activation of phospholipase C activity","BP",0.823286795113821,0.908648019229492,0.586400740784146,0.908600255088095,"0000",0,3.22693581021555
"GO:0007204","elevation of cytosolic calcium ion concentration","BP",0.635434757786683,0.473197118235972,0.586400740784146,0.174450536859441,"0000",0,1.86948315366624
"GO:0007205","activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway","BP",0.160666871091937,1,0.0544775658828612,1,"0000",0,2.21514443697480
"GO:0007206","activation of phospholipase C activity by metabotropic glutamate receptor signaling pathway","BP",0.37162282494938,1,1,1,"0000",0,3.37162282494938
"GO:0007207","activation of phospholipase C activity by muscarinic acetylcholine receptor signaling pathway","BP",1,1,1,1,"0000",0,4
"GO:0007208","activation of phospholipase C activity by serotonin receptor signaling pathway","BP",1,1,1,1,"0000",0,4
"GO:0007210","serotonin receptor signaling pathway","BP",1,1,0.412472998827377,1,"0000",0,3.41247299882738
"GO:0007212","dopamine receptor signaling pathway","BP",1,1,0.959008402583899,0.47960543320737,"0000",0,3.43861383579127
"GO:0007213","muscarinic acetylcholine receptor signaling pathway","BP",1,1,1,1,"0000",0,4
"GO:0007214","gamma-aminobutyric acid signaling pathway","BP",1,1,0.332352376217450,1,"0000",0,3.33235237621745
"GO:0007215","glutamate signaling pathway","BP",0.951352339325624,1,0.90882984485201,1,"0000",0,3.86018218417763
"GO:0007216","metabotropic glutamate receptor signaling pathway","BP",0.687098694123088,1,1,1,"0000",0,3.68709869412309
"GO:0007217","tachykinin receptor signaling pathway","BP",1,1,1,1,"0000",0,4
"GO:0007218","neuropeptide signaling pathway","BP",0.96946601632964,0.261691415631243,0.615597907067935,0.83940015665394,"0000",0,2.68615549568276
"GO:0007219","Notch signaling pathway","BP",0.467401587303767,0.782126082573318,0.588897938778058,1,"0000",0,2.83842560865514
"GO:0007220","Notch receptor processing","BP",0.60521175662764,1,1,1,"0000",0,3.60521175662764
"GO:0007221","positive regulation of transcription of Notch receptor target","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0007223","Wnt receptor signaling pathway, calcium modulating pathway","BP",1,1,1,1,"0000",0,4
"GO:0007224","smoothened signaling pathway","BP",0.501916811010112,1,0.322614723466124,0.713061314244776,"0000",0,2.53759284872101
"GO:0007225","patched ligand processing","BP",1,1,1,1,"0000",0,4
"GO:0007227","signal transduction downstream of smoothened","BP",1,1,1,1,"0000",0,4
"GO:0007228","positive regulation of hh target transcription factor activity","BP",1,1,1,1,"0000",0,4
"GO:0007229","integrin-mediated signaling pathway","BP",0.0199143073809421,0.650329220851052,0.242151671456666,0.433174816806084,"1000",1,1.34557001649474
"GO:0007231","osmosensory signaling pathway","BP",0.207280080889788,1,1,1,"0000",0,3.20728008088979
"GO:0007242","intracellular signaling cascade","BP",0.440214440910808,0.793560630356087,0.542112354851829,0.461925685848092,"0000",0,2.23781311196682
"GO:0007243","protein kinase cascade","BP",0.114950537210629,0.229168987841252,0.871904644032357,0.707877751572855,"0000",0,1.92390192065709
"GO:0007249","I-kappaB kinase/NF-kappaB cascade","BP",0.549067952629469,0.0220648280683073,0.283312306376598,0.0830022708842301,"0100",1,0.937447357958604
"GO:0007250","activation of NF-kappaB-inducing kinase activity","BP",0.219220991164925,0.637788499449717,0.138025305373524,0.00224427518746562,"0001",1,0.997279071175632
"GO:0007252","I-kappaB phosphorylation","BP",1,1,1,1,"0000",0,4
"GO:0007253","cytoplasmic sequestering of NF-kappaB","BP",1,1,1,1,"0000",0,4
"GO:0007254","JNK cascade","BP",0.398967793262513,0.971261855122542,0.173844665633183,0.166062233766168,"0000",0,1.71013654778441
"GO:0007256","activation of JNKK activity","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0007257","activation of JUN kinase activity","BP",0.849348319374816,0.548563175724069,0.0203207282531677,0.075654044327613,"0010",1,1.49388626767967
"GO:0007258","JUN phosphorylation","BP",1,1,1,1,"0000",0,4
"GO:0007259","JAK-STAT cascade","BP",0.0512372309286965,0.00606213445335119,0.546597324672144,0.223006795073573,"0100",1,0.826903485127765
"GO:0007260","tyrosine phosphorylation of STAT protein","BP",0.151062349058768,1,0.492686709434638,0.166030258305944,"0000",0,1.80977931679935
"GO:0007262","STAT protein nuclear translocation","BP",0.37162282494938,1,1,0.245011006192269,"0000",0,2.61663383114165
"GO:0007263","nitric oxide mediated signal transduction","BP",0.645985479197341,1,1,1,"0000",0,3.64598547919734
"GO:0007264","small GTPase mediated signal transduction","BP",0.914431364166636,0.999731250589124,0.5026020740059,0.98981294344453,"0000",0,3.40657763220619
"GO:0007265","Ras protein signal transduction","BP",0.765843006399897,0.998107255818993,0.45184290238628,0.940721577132013,"0000",0,3.15651474173718
"GO:0007266","Rho protein signal transduction","BP",0.408495927911482,0.986781180797509,0.96068798298053,0.989004832258134,"0000",0,3.34496992394765
"GO:0007267","cell-cell signaling","BP",0.93076317692853,0.357241312909587,0.999438768021687,0.999996617159622,"0000",0,3.28743987501943
"GO:0007268","synaptic transmission","BP",0.975409564664097,0.999651563995959,0.92899339722452,0.999999901865596,"0000",0,3.90405442775017
"GO:0007269","neurotransmitter secretion","BP",0.645985479197341,1,0.936770349147574,1,"0000",0,3.58275582834492
"GO:0007270","nerve-nerve synaptic transmission","BP",0.60521175662764,1,0.73466485602694,1,"0000",0,3.33987661265458
"GO:0007271","synaptic transmission, cholinergic","BP",1,1,0.332352376217450,1,"0000",0,3.33235237621745
"GO:0007272","ensheathment of neurons","BP",0.60521175662764,1,0.888633768353294,0.449760108099653,"0000",0,2.94360563308059
"GO:0007274","neuromuscular synaptic transmission","BP",0.37162282494938,1,0.90882984485201,1,"0000",0,3.28045266980139
"GO:0007275","multicellular organismal development","BP",0.998767311956139,0.934742375106073,0.99995875661099,0.999999613235615,"0000",0,3.93346805690882
"GO:0007276","gamete generation","BP",0.0967542573469203,0.00568413694057751,0.0271592328196242,0.032416389922312,"0111",3,0.162014017029434
"GO:0007281","germ cell development","BP",0.177440639959436,0.197310558252821,0.0419264091255286,0.0195763683582809,"0011",2,0.436253975696066
"GO:0007283","spermatogenesis","BP",0.0192743219691352,0.0181085804426471,0.222284075805102,0.0317339991802435,"1101",3,0.291400977397128
"GO:0007284","spermatogonial cell division","BP",1,1,1,1,"0000",0,4
"GO:0007286","spermatid development","BP",0.0300377314983055,0.000200002274327012,0.388262572155038,0.308506497721132,"1100",2,0.727006803648802
"GO:0007288","sperm axoneme assembly","BP",1,1,1,1,"0000",0,4
"GO:0007289","spermatid nucleus differentiation","BP",0.0429373368301954,0.0141775838510372,1,1,"1100",2,2.05711492068123
"GO:0007290","spermatid nucleus elongation","BP",0.207280080889788,0.119143916413886,1,1,"0000",0,2.32642399730367
"GO:0007292","female gamete generation","BP",0.745487924051232,0.0451935315027339,0.0779642797939308,0.519356396701716,"0100",1,1.38800213204961
"GO:0007296","vitellogenesis","BP",1,1,1,1,"0000",0,4
"GO:0007308","oocyte construction","BP",1,1,1,1,"0000",0,4
"GO:0007309","oocyte axis specification","BP",1,1,1,1,"0000",0,4
"GO:0007320","insemination","BP",1,1,1,1,"0000",0,4
"GO:0007321","sperm displacement","BP",1,1,1,1,"0000",0,4
"GO:0007338","single fertilization","BP",0.0516581503466928,5.56951844346024e-05,0.177356231870336,0.259979260270577,"0100",1,0.48904933767204
"GO:0007339","binding of sperm to zona pellucida","BP",0.207280080889788,0.119143916413886,0.280727500175854,0.075654044327613,"0000",0,0.68280554180714
"GO:0007340","acrosome reaction","BP",0.501916811010112,0.316583960030924,0.766769520375855,0.787150803231729,"0000",0,2.37242109464862
"GO:0007341","penetration of zona pellucida","BP",1,1,0.0419330229304376,0.00809776728904554,"0011",2,2.05003079021948
"GO:0007342","fusion of sperm to egg plasma membrane","BP",0.687098694123088,0.110981784901611,1,1,"0000",0,2.7980804790247
"GO:0007343","egg activation","BP",1,0.119143916413886,0.412472998827377,0.245011006192269,"0000",0,1.77662792143353
"GO:0007346","regulation of mitotic cell cycle","BP",0.802265049009434,0.753565891328702,0.441684558862836,0.0144161569248579,"0001",1,2.01193165612583
"GO:0007350","blastoderm segmentation","BP",1,1,0.0867654052153538,0.50482295571292,"0000",0,2.59158836092827
"GO:0007351","tripartite regional subdivision","BP",1,1,0.234117587816611,1,"0000",0,3.23411758781661
"GO:0007352","zygotic determination of dorsal/ventral axis","BP",1,1,1,1,"0000",0,4
"GO:0007354","zygotic determination of anterior/posterior axis, embryo","BP",1,1,0.412472998827377,1,"0000",0,3.41247299882738
"GO:0007368","determination of left/right symmetry","BP",0.687098694123088,0.469817065830226,0.660831888688229,0.203568386984688,"0000",0,2.02131603562623
"GO:0007369","gastrulation","BP",0.803466681296297,0.588730351769823,0.991940258027784,0.960497992572628,"0000",0,3.34463528366653
"GO:0007379","segment specification","BP",1,0.224110248976735,0.590562579510377,0.282851528057527,"0000",0,2.09752435654464
"GO:0007380","specification of segmental identity, head","BP",1,1,0.233475282355119,0.131086835771154,"0000",0,2.36456211812627
"GO:0007382","specification of segmental identity, maxillary segment","BP",1,1,0.233475282355119,0.131086835771154,"0000",0,2.36456211812627
"GO:0007386","compartment specification","BP",1,1,0.654889931466869,1,"0000",0,3.65488993146687
"GO:0007389","pattern specification process","BP",0.939849838785922,0.849239073298393,0.999820949996423,0.991038282525207,"0000",0,3.77994814460595
"GO:0007398","ectoderm development","BP",0.65949428986825,0.275070860354287,0.954837580567968,0.984978700683099,"0000",0,2.87438143147360
"GO:0007399","nervous system development","BP",0.99199499861996,0.999826631182633,0.99314103156103,0.999982991672265,"0000",0,3.98494565303589
"GO:0007402","ganglion mother cell fate determination","BP",1,1,1,1,"0000",0,4
"GO:0007403","glial cell fate determination","BP",1,1,1,1,"0000",0,4
"GO:0007405","neuroblast proliferation","BP",1,1,0.965459458666907,0.940128976162642,"0000",0,3.90558843482955
"GO:0007406","negative regulation of neuroblast proliferation","BP",1,1,0.654889931466869,1,"0000",0,3.65488993146687
"GO:0007409","axonogenesis","BP",0.762333695398538,0.804815531885809,0.98625691155372,0.998084457565442,"0000",0,3.55149059640351
"GO:0007411","axon guidance","BP",0.990477513768566,0.707464220669121,0.870830565461088,0.990767235687098,"0000",0,3.55953953558587
"GO:0007412","axon target recognition","BP",1,1,1,1,"0000",0,4
"GO:0007413","axonal fasciculation","BP",1,1,0.735524320279223,1,"0000",0,3.73552432027922
"GO:0007416","synaptogenesis","BP",1,0.681002055117799,0.7166512585465,0.87883715761473,"0000",0,3.27649047127903
"GO:0007417","central nervous system development","BP",0.587986390358177,0.94574344823184,0.97618827588715,0.999917250348808,"0000",0,3.50983536482598
"GO:0007418","ventral midline development","BP",1,1,1,1,"0000",0,4
"GO:0007420","brain development","BP",0.208963317829459,0.665151045933602,0.93890602845365,0.999106959440713,"0000",0,2.81212735165742
"GO:0007422","peripheral nervous system development","BP",0.844252235877966,0.637788499449717,0.820526472423069,0.824103923105869,"0000",0,3.12667113085662
"GO:0007423","sensory organ development","BP",0.579092914465555,1,0.958302548099276,0.991641800880066,"0000",0,3.5290372634449
"GO:0007424","open tracheal system development","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0007431","salivary gland development","BP",0.37162282494938,1,0.808781991321984,0.47960543320737,"0000",0,2.66001024947873
"GO:0007435","salivary gland morphogenesis","BP",0.37162282494938,1,1,0.626251318100705,"0000",0,2.99787414305009
"GO:0007439","ectodermal gut development","BP",1,1,0.766769520375855,1,"0000",0,3.76676952037585
"GO:0007440","foregut morphogenesis","BP",1,1,0.426495565527649,1,"0000",0,3.42649556552765
"GO:0007442","hindgut morphogenesis","BP",1,1,1,1,"0000",0,4
"GO:0007443","Malpighian tubule morphogenesis","BP",1,1,1,1,"0000",0,4
"GO:0007444","imaginal disc development","BP",1,1,1,1,"0000",0,4
"GO:0007447","imaginal disc pattern formation","BP",1,1,1,1,"0000",0,4
"GO:0007468","regulation of rhodopsin gene expression","BP",1,1,0.549696845554305,1,"0000",0,3.54969684555430
"GO:0007492","endoderm development","BP",1,1,0.652069890343054,0.824103923105869,"0000",0,3.47617381344892
"GO:0007494","midgut development","BP",1,1,0.233475282355119,0.131086835771154,"0000",0,2.36456211812627
"GO:0007497","posterior midgut development","BP",1,1,0.233475282355119,0.131086835771154,"0000",0,2.36456211812627
"GO:0007498","mesoderm development","BP",0.990477513768566,1,0.959726538975504,0.991618928657535,"0000",0,3.94182298140161
"GO:0007499","ectoderm and mesoderm interaction","BP",1,1,1,1,"0000",0,4
"GO:0007500","mesodermal cell fate determination","BP",1,1,1,1,"0000",0,4
"GO:0007501","mesodermal cell fate specification","BP",1,1,1,1,"0000",0,4
"GO:0007507","heart development","BP",0.786598714917944,0.820126071838735,0.77788150073986,0.99129261277972,"0000",0,3.37589890027626
"GO:0007509","mesoderm migration","BP",1,1,0.412472998827377,1,"0000",0,3.41247299882738
"GO:0007512","adult heart development","BP",1,1,1,1,"0000",0,4
"GO:0007517","muscle development","BP",0.806991162123244,0.99921863846921,0.442360461619607,0.99464713039324,"0000",0,3.2432173926053
"GO:0007518","myoblast cell fate determination","BP",1,1,1,1,"0000",0,4
"GO:0007519","skeletal muscle development","BP",0.841263636265572,0.967718913965621,0.670277072100546,0.996170547382019,"0000",0,3.47543016971376
"GO:0007520","myoblast fusion","BP",1,1,0.84470111482167,1,"0000",0,3.84470111482167
"GO:0007521","muscle cell fate determination","BP",1,1,1,1,"0000",0,4
"GO:0007522","visceral muscle development","BP",1,1,1,1,"0000",0,4
"GO:0007525","somatic muscle development","BP",1,1,1,1,"0000",0,4
"GO:0007527","adult somatic muscle development","BP",1,1,1,1,"0000",0,4
"GO:0007528","neuromuscular junction development","BP",0.687098694123088,1,0.635325653757246,1,"0000",0,3.32242434788033
"GO:0007529","establishment of synaptic specificity at neuromuscular junction","BP",1,1,1,1,"0000",0,4
"GO:0007530","sex determination","BP",0.37162282494938,1,0.930151351833022,1,"0000",0,3.3017741767824
"GO:0007538","primary sex determination","BP",1,1,1,1,"0000",0,4
"GO:0007542","primary sex determination, germ-line","BP",1,1,1,1,"0000",0,4
"GO:0007548","sex differentiation","BP",0.884174289079217,0.290548892264834,0.752871871601116,0.436292457126937,"0000",0,2.36388751007210
"GO:0007549","dosage compensation","BP",1,1,0.412472998827377,0.245011006192269,"0000",0,2.65748400501965
"GO:0007565","female pregnancy","BP",0.152733837637874,0.079085191279508,0.790612568633816,0.886415772125398,"0000",0,1.90884736967660
"GO:0007566","embryo implantation","BP",0.752011597855353,0.00245906201343895,0.89713027518688,0.87883715761473,"0100",1,2.53043809267040
"GO:0007567","parturition","BP",1,0.533038407449054,1,1,"0000",0,3.53303840744905
"GO:0007568","aging","BP",0.326968392853087,0.228080937123723,0.592904393462975,0.166062233766168,"0000",0,1.31401595720595
"GO:0007569","cell aging","BP",0.281128024627175,0.0816747416797879,0.164833645101172,0.110862558336192,"0000",0,0.638498969744328
"GO:0007571","age-dependent general metabolic decline","BP",1,1,1,1,"0000",0,4
"GO:0007584","response to nutrient","BP",0.99402686681621,0.756589327822105,0.981578903494686,0.60383194578922,"0000",0,3.33602704392222
"GO:0007585","respiratory gaseous exchange","BP",0.40678922991543,0.383786203144731,0.564335240685844,1,"0000",0,2.35491067374600
"GO:0007586","digestion","BP",0.215056281871125,0.107257651317783,0.721283209069935,0.262094929054064,"0000",0,1.30569207131291
"GO:0007588","excretion","BP",0.00422034842367684,0.487327822313666,0.186691525355214,0.754971168102125,"1000",1,1.43321086419468
"GO:0007589","body fluid secretion","BP",0.517967799224612,0.637788499449717,0.94648953497874,0.787150803231729,"0000",0,2.88939663688480
"GO:0007595","lactation","BP",1,1,0.94648953497874,0.787150803231729,"0000",0,3.73364033821047
"GO:0007596","blood coagulation","BP",0.39026887317915,0.275070860354287,0.0190210058255462,0.223437437491121,"0010",1,0.907798176850104
"GO:0007597","blood coagulation, intrinsic pathway","BP",0.37162282494938,1,1,1,"0000",0,3.37162282494938
"GO:0007598","blood coagulation, extrinsic pathway","BP",0.192031974157526,0.398050009644503,1,1,"0000",0,2.59008198380203
"GO:0007599","hemostasis","BP",0.446072937140602,0.311498284573806,0.0103875616433316,0.129675377036747,"0010",1,0.897634160394486
"GO:0007600","sensory perception","BP",0.269661349558453,0.679233841633334,0.311659456910753,0.750364560000722,"0000",0,2.01091920810326
"GO:0007601","visual perception","BP",0.610871998241835,0.588521394013172,0.291115883526878,0.816958391551516,"0000",0,2.3074676673334
"GO:0007602","phototransduction","BP",0.183263803824224,0.851223911686027,0.795790034462342,1,"0000",0,2.83027774997259
"GO:0007603","phototransduction, visible light","BP",0.192031974157526,0.398050009644503,1,1,"0000",0,2.59008198380203
"GO:0007605","sensory perception of sound","BP",0.0903394550282955,0.898871282180658,0.291156099488608,0.75626368878192,"0000",0,2.03663052547948
"GO:0007606","sensory perception of chemical stimulus","BP",0.27829615894071,0.00125950816686973,0.396614490753929,0.895926268243776,"0100",1,1.57209642610528
"GO:0007608","sensory perception of smell","BP",0.00330471517107088,0.0478389039908048,0.758838982636778,0.8947642449539,"1100",2,1.70474684675255
"GO:0007610","behavior","BP",0.273148294445502,0.834009371907458,0.836810889211852,0.99313560436056,"0000",0,2.93710415992537
"GO:0007611","learning or memory","BP",1,1,0.795705171707124,0.967462961157053,"0000",0,3.76316813286418
"GO:0007612","learning","BP",1,1,0.756032488522491,0.859244274490424,"0000",0,3.61527676301291
"GO:0007613","memory","BP",1,1,0.946176003011555,1,"0000",0,3.94617600301155
"GO:0007614","short-term memory","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0007616","long-term memory","BP",1,1,1,1,"0000",0,4
"GO:0007617","mating behavior","BP",1,1,0.930151351833022,0.754971168102125,"0000",0,3.68512251993515
"GO:0007618","mating","BP",1,1,0.975948994940833,0.860503476826363,"0000",0,3.83645247176720
"GO:0007619","courtship behavior","BP",1,1,0.412472998827377,0.245011006192269,"0000",0,2.65748400501965
"GO:0007620","copulation","BP",1,1,1,1,"0000",0,4
"GO:0007621","negative regulation of female receptivity","BP",1,1,1,1,"0000",0,4
"GO:0007622","rhythmic behavior","BP",0.60521175662764,0.398050009644503,1,0.430055340580643,"0000",0,2.43331710685279
"GO:0007623","circadian rhythm","BP",0.922506809960183,0.752594476050951,0.978002759970412,0.8043186975221,"0000",0,3.45742274350365
"GO:0007624","ultradian rhythm","BP",1,1,1,1,"0000",0,4
"GO:0007625","grooming behavior","BP",1,1,0.88100661986614,0.675308430964017,"0000",0,3.55631505083016
"GO:0007626","locomotory behavior","BP",0.0312516828018924,1,0.921913366973572,0.97027924481617,"1000",1,2.92344429459164
"GO:0007628","adult walking behavior","BP",0.207280080889788,1,0.84634311707728,0.842073100565633,"0000",0,2.8956962985327
"GO:0007631","feeding behavior","BP",0.585636306252451,0.681002055117799,0.322614723466124,0.713061314244776,"0000",0,2.30231439908115
"GO:0007632","visual behavior","BP",1,1,0.94297230261019,0.842073100565633,"0000",0,3.78504540317582
"GO:0007635","chemosensory behavior","BP",1,0.0141775838510372,1,1,"0100",1,3.01417758385104
"GO:0007638","mechanosensory behavior","BP",1,1,0.654889931466869,1,"0000",0,3.65488993146687
"GO:0008009","chemokine activity","MF",0.00174279569973892,2.0718546125991e-10,0.148879888647350,0.00236453967721933,"1101",3,0.152987224231494
"GO:0008013","beta-catenin binding","MF",1,1,0.104761247386736,0.682196341340192,"0000",0,2.78695758872693
"GO:0008015","blood circulation","BP",0.307795493857205,0.707171809612757,0.478307910412117,0.534005349714193,"0000",0,2.02728056359627
"GO:0008016","regulation of heart contraction","BP",0.818293184464206,0.613976453802005,0.792083363769967,0.619914164181794,"0000",0,2.84426716621797
"GO:0008017","microtubule binding","MF",0.367051967859243,0.642039288564860,0.412717514034991,0.216188220815304,"0000",0,1.63799699127440
"GO:0008020","G-protein coupled photoreceptor activity","MF",1,1,1,1,"0000",0,4
"GO:0008022","protein C-terminus binding","MF",0.389181807748024,0.886742004389829,0.979993336167503,0.575252837557186,"0000",0,2.83116998586254
"GO:0008026","ATP-dependent helicase activity","MF",0.184813190516076,0.615831333267617,0.0471030492209001,0.436116726026599,"0010",1,1.28386429903119
"GO:0008028","monocarboxylic acid transmembrane transporter activity","MF",0.0110560341773131,0.471425151749926,1,1,"1000",1,2.48248118592724
"GO:0008033","tRNA processing","BP",0.576486370932101,0.910567028388353,1,1,"0000",0,3.48705339932045
"GO:0008034","lipoprotein binding","MF",0.707824286537188,0.58616474234995,0.964988639751424,0.489415409604477,"0000",0,2.74839307824304
"GO:0008035","high-density lipoprotein binding","MF",0.216979564711746,0.119455058979897,1,0.511401387912712,"0000",0,1.84783601160435
"GO:0008037","cell recognition","BP",0.467401587303767,0.163983197343793,0.362654833825754,0.223006795073573,"0000",0,1.21704641354689
"GO:0008038","neuron recognition","BP",1,1,0.658420819979181,0.717934359181609,"0000",0,3.37635517916079
"GO:0008045","motor axon guidance","BP",1,1,0.556707165645211,0.815109473233943,"0000",0,3.37181663887915
"GO:0008046","axon guidance receptor activity","MF",1,1,0.353351980325264,0.511401387912712,"0000",0,2.86475336823798
"GO:0008047","enzyme activator activity","MF",0.642170596569454,0.264906901580343,0.357529617408243,0.86332651554178,"0000",0,2.12793363109982
"GO:0008048","calcium sensitive guanylate cyclase activator activity","MF",1,0.0393594858165381,0.42765868442539,1,"0100",1,2.46701817024193
"GO:0008049","male courtship behavior","BP",1,1,0.233475282355119,0.131086835771154,"0000",0,2.36456211812627
"GO:0008050","female courtship behavior","BP",1,1,1,1,"0000",0,4
"GO:0008053","mitochondrial fusion","BP",1,1,0.549696845554305,0.344016786450812,"0000",0,2.89371363200512
"GO:0008054","cyclin catabolic process","BP",1,1,1,1,"0000",0,4
"GO:0008060","ARF GTPase activator activity","MF",0.386907229797565,1,1,1,"0000",0,3.38690722979756
"GO:0008061","chitin binding","MF",0.386907229797565,1,1,1,"0000",0,3.38690722979756
"GO:0008064","regulation of actin polymerization or depolymerization","BP",0.699140201259988,0.383786203144731,0.148168449494422,0.147833910103314,"0000",0,1.37892876400245
"GO:0008065","establishment of blood-nerve barrier","BP",1,1,0.233475282355119,1,"0000",0,3.23347528235512
"GO:0008066","glutamate receptor activity","MF",0.913537031380167,1,0.64754854604859,0.844917896503438,"0000",0,3.40600347393219
"GO:0008073","ornithine decarboxylase inhibitor activity","MF",1,1,1,0.349252549179301,"0000",0,3.3492525491793
"GO:0008078","mesodermal cell migration","BP",1,1,0.412472998827377,1,"0000",0,3.41247299882738
"GO:0008079","translation termination factor activity","MF",0.216979564711746,1,0.42765868442539,1,"0000",0,2.64463824913714
"GO:0008080","N-acetyltransferase activity","MF",0.659066259652135,0.818038318908273,0.588974584585908,0.489415409604477,"0000",0,2.55549457275079
"GO:0008081","phosphoric diester hydrolase activity","MF",0.811592523271364,0.889036899633814,0.45441730794228,1,"0000",0,3.15504673084746
"GO:0008083","growth factor activity","MF",0.669428137718372,0.0682153241433398,0.131069364516160,0.000824364396873907,"0001",1,0.869537190774746
"GO:0008088","axon cargo transport","BP",1,1,0.716936282022906,1,"0000",0,3.71693628202291
"GO:0008089","anterograde axon cargo transport","BP",1,1,0.412472998827377,1,"0000",0,3.41247299882738
"GO:0008090","retrograde axon cargo transport","BP",1,1,1,1,"0000",0,4
"GO:0008092","cytoskeletal protein binding","MF",0.576900954664449,0.90219284827718,0.539260489985386,0.63304307877989,"0000",0,2.65139737170690
"GO:0008093","cytoskeletal adaptor activity","MF",1,1,1,1,"0000",0,4
"GO:0008094","DNA-dependent ATPase activity","MF",0.0839577625503357,0.264223523062747,0.0471030492209001,0.436116726026599,"0010",1,0.831401060860582
"GO:0008095","inositol-1,4,5-triphosphate receptor activity","MF",1,1,0.567048082314409,1,"0000",0,3.56704808231441
"GO:0008104","protein localization","BP",0.61623704188777,0.878771599728068,0.451495597055959,0.401234040489996,"0000",0,2.34773827916179
"GO:0008105","asymmetric protein localization","BP",0.0300377314983055,1,0.797330071229538,1,"1000",1,2.82736780272784
"GO:0008106","alcohol dehydrogenase (NADP+) activity","MF",1,1,0.42765868442539,0.249030975844956,"0000",0,2.67668966027035
"GO:0008107","galactoside 2-alpha-L-fucosyltransferase activity","MF",1,1,1,1,"0000",0,4
"GO:0008108","UDP-glucose:hexose-1-phosphate uridylyltransferase activity","MF",1,1,1,1,"0000",0,4
"GO:0008109","N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity","MF",1,1,1,1,"0000",0,4
