"","GO","Pvalue","OddsRatio","ExpCount","Count","Size","Term","ontology"
"251","GO:0006266",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"DNA ligation","BP"
"252","GO:0006312",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"mitotic recombination","BP"
"253","GO:0006359",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"regulation of transcription from RNA polymerase III promoter","BP"
"254","GO:0006465",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"signal peptide processing","BP"
"255","GO:0006527",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"arginine catabolic process","BP"
"256","GO:0006563",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"L-serine metabolic process","BP"
"257","GO:0007129",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"synapsis","BP"
"258","GO:0008653",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"lipopolysaccharide metabolic process","BP"
"259","GO:0009083",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"branched chain family amino acid catabolic process","BP"
"260","GO:0009650",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"UV protection","BP"
"261","GO:0010574",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"regulation of vascular endothelial growth factor production","BP"
"262","GO:0018279",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"protein amino acid N-linked glycosylation via asparagine","BP"
"263","GO:0019047",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"provirus integration","BP"
"264","GO:0021756",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"striatum development","BP"
"265","GO:0032205",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"negative regulation of telomere maintenance","BP"
"266","GO:0033205",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"cytokinesis during cell cycle","BP"
"267","GO:0046464",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"acylglycerol catabolic process","BP"
"268","GO:0046716",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"muscle maintenance","BP"
"269","GO:0051085",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"chaperone cofactor-dependent protein folding","BP"
"270","GO:0051298",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"centrosome duplication","BP"
"271","GO:0051457",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"maintenance of protein location in nucleus","BP"
"272","GO:0065005",0.0707018845789344,5.49550858652576,4.48310036239923,7,8,"protein-lipid complex assembly","BP"
"273","GO:0042542",0.0713577654684273,1.96374222575096,15.6908512683973,20,28,"response to hydrogen peroxide","BP"
"274","GO:0006631",0.0724010532336806,1.38317443265745,55.3521441334127,63,99,"fatty acid metabolic process","BP"
"275","GO:0006807",0.0724794693031632,3.56211687780956,6.14221681987389,9,11,"nitrogen compound metabolic process","BP"
"276","GO:0006458",0.0732998207976096,2.87915234822451,7.84542563419865,11,14,"'de novo' protein folding","BP"
"277","GO:0007339",0.0732998207976096,2.87915234822451,7.84542563419865,11,14,"binding of sperm to zona pellucida","BP"
"278","GO:0043574",0.0732998207976096,2.87915234822451,7.84542563419865,11,14,"peroxisomal transport","BP"
"279","GO:0009063",0.0734501745099331,1.57286965755243,30.2508695330423,36,54,"amino acid catabolic process","BP"
"280","GO:0001938",0.0743272984749683,3.53316596194503,6.16426299829894,9,11,"positive regulation of endothelial cell proliferation","BP"
"281","GO:0016236",0.0743272984749683,3.53316596194503,6.16426299829894,9,11,"macroautophagy","BP"
"282","GO:0030520",0.0743272984749683,3.53316596194503,6.16426299829894,9,11,"estrogen receptor signaling pathway","BP"
"283","GO:0034381",0.0743272984749683,3.53316596194503,6.16426299829894,9,11,"lipoprotein particle clearance","BP"
"284","GO:0043299",0.0743272984749683,3.53316596194503,6.16426299829894,9,11,"leukocyte degranulation","BP"
"285","GO:0044241",0.0743272984749683,3.53316596194503,6.16426299829894,9,11,"lipid digestion","BP"
"286","GO:0045017",0.0743272984749683,3.53316596194503,6.16426299829894,9,11,"glycerolipid biosynthetic process","BP"
"287","GO:0045576",0.0743272984749683,3.53316596194503,6.16426299829894,9,11,"mast cell activation","BP"
"288","GO:0046504",0.0743272984749683,3.53316596194503,6.16426299829894,9,11,"glycerol ether biosynthetic process","BP"
"289","GO:0051453",0.0743272984749683,3.53316596194503,6.16426299829894,9,11,"regulation of intracellular pH","BP"
"290","GO:0006323",0.0753156779579627,1.36570223321584,58.28030471119,66,104,"DNA packaging","BP"
"291","GO:0051603",0.0807394012386092,1.14946735041730,257.85385646218,273,461,"proteolysis involved in cellular protein catabolic process","BP"
"292","GO:0015931",0.082545122989504,1.37021592032236,53.7972043487908,61,96,"nucleobase, nucleoside, nucleotide and nucleic acid transport","BP"
"293","GO:0009566",0.0842623903264753,1.46929859996999,36.9855779897937,43,66,"fertilization","BP"
"294","GO:0016032",0.0845303584672381,1.44615057761253,39.7875157162932,46,71,"viral reproduction","BP"
"295","GO:0044419",0.0852382298966068,1.20966080926984,135.053398417277,146,241,"interspecies interaction between organisms","BP"
"296","GO:0044267",0.0865207100161746,1.06717707236437,1229.40744171684,1259,2228,"cellular protein metabolic process","BP"
"297","GO:0042060",0.088440027453201,1.28168226979817,79.5750314325863,88,142,"wound healing","BP"
"298","GO:0055066",0.0888388703010415,1.25152082927779,95.8262702462836,105,171,"di-, tri-valent inorganic cation homeostasis","BP"
"299","GO:0000723",0.0913181652221185,2.20042350449974,10.6438244653297,14,19,"telomere maintenance","BP"
"300","GO:0006635",0.0915853751554929,2.19875710696813,10.6473633606982,14,19,"fatty acid beta-oxidation","BP"
"301","GO:0006885",0.0940035466107417,1.86530828261445,15.1304637230974,19,27,"regulation of pH","BP"
"302","GO:0042311",0.0940035466107417,1.86530828261445,15.1304637230974,19,27,"vasodilation","BP"
"303","GO:0006644",0.0944695423527305,1.2584413848416,87.420457066785,96,156,"phospholipid metabolic process","BP"
"304","GO:0034220",0.0951594510654271,1.63155374426898,22.4155018119962,27,40,"transmembrane ion transport","BP"
"305","GO:0048193",0.0975371730699643,Inf,2.23558300468785,4,4,"Golgi vesicle transport","BP"
"306","GO:0045333",0.0978188211916778,1.57122035245793,25.2174395384957,30,45,"cellular respiration","BP"
"307","GO:0031570",0.0982543914897538,Inf,2.23967983398799,4,4,"DNA integrity checkpoint","BP"
"308","GO:0044260",0.0984294749760968,1.04694161437314,3260.68833196996,3298,5826,"cellular macromolecule metabolic process","BP"
"309","GO:0000266",0.0985831467594182,Inf,2.24155018119962,4,4,"mitochondrial fission","BP"
"310","GO:0000738",0.0985831467594182,Inf,2.24155018119962,4,4,"DNA catabolic process, exonucleolytic","BP"
"311","GO:0001895",0.0985831467594182,Inf,2.24155018119962,4,4,"retina homeostasis","BP"
"312","GO:0001919",0.0985831467594182,Inf,2.24155018119962,4,4,"regulation of receptor recycling","BP"
"313","GO:0006021",0.0985831467594182,Inf,2.24155018119962,4,4,"inositol biosynthetic process","BP"
"314","GO:0006047",0.0985831467594182,Inf,2.24155018119962,4,4,"UDP-N-acetylglucosamine metabolic process","BP"
"315","GO:0006188",0.0985831467594182,Inf,2.24155018119962,4,4,"IMP biosynthetic process","BP"
"316","GO:0006269",0.0985831467594182,Inf,2.24155018119962,4,4,"DNA replication, synthesis of RNA primer","BP"
"317","GO:0006290",0.0985831467594182,Inf,2.24155018119962,4,4,"pyrimidine dimer repair","BP"
"318","GO:0006432",0.0985831467594182,Inf,2.24155018119962,4,4,"phenylalanyl-tRNA aminoacylation","BP"
"319","GO:0006572",0.0985831467594182,Inf,2.24155018119962,4,4,"tyrosine catabolic process","BP"
"320","GO:0007341",0.0985831467594182,Inf,2.24155018119962,4,4,"penetration of zona pellucida","BP"
"321","GO:0008053",0.0985831467594182,Inf,2.24155018119962,4,4,"mitochondrial fusion","BP"
"322","GO:0008631",0.0985831467594182,Inf,2.24155018119962,4,4,"induction of apoptosis by oxidative stress","BP"
"323","GO:0009155",0.0985831467594182,Inf,2.24155018119962,4,4,"purine deoxyribonucleotide catabolic process","BP"
"324","GO:0015781",0.0985831467594182,Inf,2.24155018119962,4,4,"pyrimidine nucleotide-sugar transport","BP"
"325","GO:0015808",0.0985831467594182,Inf,2.24155018119962,4,4,"L-alanine transport","BP"
"326","GO:0015824",0.0985831467594182,Inf,2.24155018119962,4,4,"proline transport","BP"
"327","GO:0015889",0.0985831467594182,Inf,2.24155018119962,4,4,"cobalamin transport","BP"
"328","GO:0016559",0.0985831467594182,Inf,2.24155018119962,4,4,"peroxisome fission","BP"
"329","GO:0018344",0.0985831467594182,Inf,2.24155018119962,4,4,"protein geranylgeranylation","BP"
"330","GO:0030388",0.0985831467594182,Inf,2.24155018119962,4,4,"fructose 1,6-bisphosphate metabolic process","BP"
"331","GO:0031119",0.0985831467594182,Inf,2.24155018119962,4,4,"tRNA pseudouridine synthesis","BP"
"332","GO:0031122",0.0985831467594182,Inf,2.24155018119962,4,4,"cytoplasmic microtubule organization","BP"
"333","GO:0031573",0.0985831467594182,Inf,2.24155018119962,4,4,"intra-S DNA damage checkpoint","BP"
"334","GO:0032769",0.0985831467594182,Inf,2.24155018119962,4,4,"negative regulation of monooxygenase activity","BP"
"335","GO:0034370",0.0985831467594182,Inf,2.24155018119962,4,4,"triglyceride-rich lipoprotein particle remodeling","BP"
"336","GO:0035058",0.0985831467594182,Inf,2.24155018119962,4,4,"sensory cilium assembly","BP"
"337","GO:0046033",0.0985831467594182,Inf,2.24155018119962,4,4,"AMP metabolic process","BP"
"338","GO:0048496",0.0985831467594182,Inf,2.24155018119962,4,4,"maintenance of organ identity","BP"
"339","GO:0050732",0.0985831467594182,Inf,2.24155018119962,4,4,"negative regulation of peptidyl-tyrosine phosphorylation","BP"
"340","GO:0050996",0.0985831467594182,Inf,2.24155018119962,4,4,"positive regulation of lipid catabolic process","BP"
"341","GO:0051045",0.0985831467594182,Inf,2.24155018119962,4,4,"negative regulation of membrane protein ectodomain proteolysis","BP"
"342","GO:0051096",0.0985831467594182,Inf,2.24155018119962,4,4,"positive regulation of helicase activity","BP"
"343","GO:0051310",0.0985831467594182,Inf,2.24155018119962,4,4,"metaphase plate congression","BP"
"344","GO:0051383",0.0985831467594182,Inf,2.24155018119962,4,4,"kinetochore organization","BP"
"345","GO:0051497",0.0985831467594182,Inf,2.24155018119962,4,4,"negative regulation of stress fiber formation","BP"
"346","GO:0051974",0.0985831467594182,Inf,2.24155018119962,4,4,"negative regulation of telomerase activity","BP"
"347","GO:0055078",0.0985831467594182,Inf,2.24155018119962,4,4,"sodium ion homeostasis","BP"
"348","GO:0006309",0.0988985237017395,2.35558493060145,8.96620072479846,12,16,"DNA fragmentation during apoptosis","BP"
"349","GO:0045582",0.0988985237017395,2.35558493060145,8.96620072479846,12,16,"positive regulation of T cell differentiation","BP"
"350","GO:0003735",7.08363270684403e-12,3.72874493927126,82.8651074245309,122,148,"structural constituent of ribosome","MF"
"351","GO:0003723",1.25705448032734e-09,1.67474366049903,342.719877258779,414,613,"RNA binding","MF"
"352","GO:0003954",2.05654186149535e-07,13.8100609756098,20.7162768561327,35,37,"NADH dehydrogenase activity","MF"
"353","GO:0008137",2.05654186149535e-07,13.8100609756098,20.7162768561327,35,37,"NADH dehydrogenase (ubiquinone) activity","MF"
"354","GO:0016655",2.03264923529101e-06,7.29912783605757,22.955874354093,37,41,"oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor","MF"
"355","GO:0048037",1.12070048884403e-05,2.10256720024162,87.8424321004504,114,157,"cofactor binding","MF"
"356","GO:0016875",2.08092101019941e-05,4.50867253551817,26.3152706010335,40,47,"ligase activity, forming carbon-oxygen bonds","MF"
"357","GO:0047485",9.64954041585344e-05,3.59374067746047,27.9949687245037,41,50,"protein N-terminus binding","MF"
"358","GO:0003684",0.000112167109772344,4.05582562333386,24.0756731030732,36,43,"damaged DNA binding","MF"
"359","GO:0004298",0.000152048500914745,14.9668938656280,11.1979874898015,19,20,"threonine-type endopeptidase activity","MF"
"360","GO:0004812",0.000168060656712403,3.9450884685784,23.5094878596205,35,42,"aminoacyl-tRNA ligase activity","MF"
"361","GO:0003899",0.000380568129161957,3.71648030097189,22.3959749796029,33,40,"DNA-directed RNA polymerase activity","MF"
"362","GO:0003697",0.000419101760017284,3.44931402439024,24.0756731030732,35,43,"single-stranded DNA binding","MF"
"363","GO:0008026",0.000499829999132862,2.17098176031338,50.3909437041066,66,90,"ATP-dependent helicase activity","MF"
"364","GO:0004520",0.000527359648013446,Inf,7.27674624226348,13,13,"endodeoxyribonuclease activity","MF"
"365","GO:0016874",0.000604431082401683,1.96535258016032,61.9329458168985,79,111,"ligase activity","MF"
"366","GO:0016491",0.00083579743282323,1.32312951047735,314.391093172801,351,563,"oxidoreductase activity","MF"
"367","GO:0000166",0.000896391111372207,1.16606326784972,1115.31955398423,1180,1992,"nucleotide binding","MF"
"368","GO:0016887",0.000896419840437112,1.46970831021751,166.290114223552,193,297,"ATPase activity","MF"
"369","GO:0008565",0.00102735479500750,2.17926006161300,44.2320505847158,58,79,"protein transporter activity","MF"
"370","GO:0016779",0.00107456465221772,1.89026112027583,62.7087299428882,79,112,"nucleotidyltransferase activity","MF"
"371","GO:0004386",0.00148762543664893,1.94751228501229,54.2790047716428,69,97,"helicase activity","MF"
"372","GO:0051539",0.00165478948460947,5.25055792249949,12.8776856132717,20,23,"4 iron, 4 sulfur cluster binding","MF"
"373","GO:0008168",0.00211086850372547,1.7140219130863,74.40825500613,91,133,"methyltransferase activity","MF"
"374","GO:0030554",0.00256869255235735,1.18334687463588,711.280923434192,759,1272,"adenyl nucleotide binding","MF"
"375","GO:0005524",0.00273356554181307,1.18390052094449,697.074721240141,744,1245,"ATP binding","MF"
"376","GO:0016787",0.00289677937907030,1.22695500218436,455.564624831511,494,821,"hydrolase activity","MF"
"377","GO:0051082",0.00352978558786624,1.76953953206863,59.9092330704379,74,107,"unfolded protein binding","MF"
"378","GO:0050897",0.00355957945674125,10.233033325225,7.83859124286103,13,14,"cobalt ion binding","MF"
"379","GO:0015077",0.00412196226791696,1.78156174071074,56.5498368234974,70,101,"monovalent inorganic cation transmembrane transporter activity","MF"
"380","GO:0004129",0.00468393029307818,3.9373097991479,13.4375849877618,20,24,"cytochrome-c oxidase activity","MF"
"381","GO:0016675",0.00468393029307818,3.9373097991479,13.4375849877618,20,24,"oxidoreductase activity, acting on heme group of donors","MF"
"382","GO:0031202",0.00468393029307818,3.9373097991479,13.4375849877618,20,24,"RNA splicing factor activity, transesterification mechanism","MF"
"383","GO:0001530",0.00539701763033904,Inf,5.03909437041066,9,9,"lipopolysaccharide binding","MF"
"384","GO:0016462",0.00549768759304666,1.22747953285984,386.247959738847,419,690,"pyrophosphatase activity","MF"
"385","GO:0019200",0.00592384052645207,9.45162468054034,7.27635695823697,12,13,"carbohydrate kinase activity","MF"
"386","GO:0004532",0.00594467377214814,9.44472820138636,7.27869186837095,12,13,"exoribonuclease activity","MF"
"387","GO:0050660",0.00609921515398626,1.99155271836609,37.5132580908349,48,67,"FAD binding","MF"
"388","GO:0016796",0.00627620721005003,4.46134501500771,11.1979874898015,17,20,"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF"
"389","GO:0016817",0.00696732218838897,1.21722127976259,393.049360892032,425,702,"hydrolase activity, acting on acid anhydrides","MF"
"390","GO:0005351",0.0077014722522275,2.5381969832372,21.2761762306228,29,38,"sugar:hydrogen symporter activity","MF"
"391","GO:0045182",0.00825886166549269,1.64343341503268,62.1488305683982,75,111,"translation regulator activity","MF"
"392","GO:0005515",0.00916335960828195,1.08302149044393,3859.22030252567,3930,6929,"protein binding","MF"
"393","GO:0008017",0.00936485294267574,2.23218713165061,25.7553712265434,34,46,"microtubule binding","MF"
"394","GO:0019104",0.00962689386600036,Inf,4.47823721436344,8,8,"DNA N-glycosylase activity","MF"
"395","GO:0003906",0.00964338874024357,Inf,4.47919499592059,8,8,"DNA-(apurinic or apyrimidinic site) lyase activity","MF"
"396","GO:0005487",0.00964338874024357,Inf,4.47919499592059,8,8,"nucleocytoplasmic transporter activity","MF"
"397","GO:0008641",0.00964338874024357,Inf,4.47919499592059,8,8,"small protein activating enzyme activity","MF"
"398","GO:0016763",0.00980023891139965,2.29278515118252,24.0705250272035,32,43,"transferase activity, transferring pentosyl groups","MF"
"399","GO:0008094",0.00984100905141347,2.29166712843416,24.0756731030732,32,43,"DNA-dependent ATPase activity","MF"
"400","GO:0000062",0.0098786337726986,8.65661478599222,6.71879249388088,11,12,"acyl-CoA binding","MF"
"401","GO:0015144",0.0102889615586640,2.36307129798903,22.3959749796029,30,40,"carbohydrate transmembrane transporter activity","MF"
"402","GO:0016251",0.0105369337531936,3.54570383912249,12.3132316907160,18,22,"general RNA polymerase II transcription factor activity","MF"
"403","GO:0003755",0.0110120264551591,2.55953831160921,19.0365787326625,26,34,"peptidyl-prolyl cis-trans isomerase activity","MF"
"404","GO:0016765",0.0111494899173748,2.08224131321228,28.5548680989937,37,51,"transferase activity, transferring alkyl or aryl (other than methyl) groups","MF"
"405","GO:0016684",0.0112227391678206,2.69993214677175,17.3568806091923,24,31,"oxidoreductase activity, acting on peroxide as acceptor","MF"
"406","GO:0008415",0.0116045330169419,1.43316306706722,102.461585531683,118,183,"acyltransferase activity","MF"
"407","GO:0016746",0.0116178448165831,1.41889257565768,108.060579276584,124,193,"transferase activity, transferring acyl groups","MF"
"408","GO:0031072",0.0119168282489113,1.94679819932367,33.0340630949143,42,59,"heat shock protein binding","MF"
"409","GO:0016853",0.0125090649560195,1.69397277575077,49.212815269257,60,88,"isomerase activity","MF"
"410","GO:0003690",0.0128063571362864,1.96979865771812,31.3543649714441,40,56,"double-stranded DNA binding","MF"
"411","GO:0008527",0.012902740875629,5.11572610070542,8.3984906173511,13,15,"taste receptor activity","MF"
"412","GO:0004519",0.0153657234805019,2.06656370074588,26.2795009884791,34,47,"endonuclease activity","MF"
"413","GO:0003993",0.0163218783304391,7.86869300911854,6.15889311939081,10,11,"acid phosphatase activity","MF"
"414","GO:0015450",0.0163218783304391,7.86869300911854,6.15889311939081,10,11,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity","MF"
"415","GO:0003743",0.0166736504013815,1.92031936310395,30.7944655969540,39,55,"translation initiation factor activity","MF"
"416","GO:0016209",0.0168437810915599,2.10036978341257,24.6355724775632,32,44,"antioxidant activity","MF"
"417","GO:0008312",0.0172298806356734,Inf,3.91929562143051,7,7,"7S RNA binding","MF"
"418","GO:0015174",0.0172298806356734,Inf,3.91929562143051,7,7,"basic amino acid transmembrane transporter activity","MF"
"419","GO:0031419",0.0172298806356734,Inf,3.91929562143051,7,7,"cobalamin binding","MF"
"420","GO:0051117",0.0172298806356734,Inf,3.91929562143051,7,7,"ATPase binding","MF"
"421","GO:0051920",0.0172298806356734,Inf,3.91929562143051,7,7,"peroxiredoxin activity","MF"
"422","GO:0016830",0.0179431020633803,2.14791424297823,22.955874354093,30,41,"carbon-carbon lyase activity","MF"
"423","GO:0008022",0.0199873915871529,1.55425632413142,58.2295349469676,69,104,"protein C-terminus binding","MF"
"424","GO:0032555",0.0217409041588396,1.11616636741891,890.799904813707,929,1591,"purine ribonucleotide binding","MF"
"425","GO:0016835",0.0221930570039921,2.0364710427851,24.0653741496599,31,43,"carbon-oxygen lyase activity","MF"
"426","GO:0000049",0.0223257458759104,3.67270810525889,9.51828936633125,14,17,"tRNA binding","MF"
"427","GO:0016740",0.0227898581979633,1.12305299118708,771.451050884956,807,1382,"transferase activity","MF"
"428","GO:0003777",0.0244868288515023,1.67863478473321,40.3127549632853,49,72,"microtubule motor activity","MF"
"429","GO:0004091",0.0251504808626636,1.57626911314985,50.3909437041066,60,90,"carboxylesterase activity","MF"
"430","GO:0000175",0.0267871840423848,7.08096280087527,5.59899374490073,9,10,"3'-5'-exoribonuclease activity","MF"
"431","GO:0004526",0.0267871840423848,7.08096280087527,5.59899374490073,9,10,"ribonuclease P activity","MF"
"432","GO:0003688",0.0307830483783777,Inf,3.35939624694044,6,6,"DNA replication origin binding","MF"
"433","GO:0003857",0.0307830483783777,Inf,3.35939624694044,6,6,"3-hydroxyacyl-CoA dehydrogenase activity","MF"
"434","GO:0004396",0.0307830483783777,Inf,3.35939624694044,6,6,"hexokinase activity","MF"
"435","GO:0008508",0.0307830483783777,Inf,3.35939624694044,6,6,"bile acid:sodium symporter activity","MF"
"436","GO:0016421",0.0307830483783777,Inf,3.35939624694044,6,6,"CoA carboxylase activity","MF"
"437","GO:0032405",0.0307830483783777,Inf,3.35939624694044,6,6,"MutLalpha complex binding","MF"
"438","GO:0042288",0.0315154137757262,4.32763861867704,7.27869186837095,11,13,"MHC class I protein binding","MF"
"439","GO:0009055",0.0326713276864181,1.31503187332922,116.459069893935,130,208,"electron carrier activity","MF"
"440","GO:0003824",0.0331474701486330,1.37709490805158,80.3655555555556,92,151,"catalytic activity","MF"
"441","GO:0004089",0.0334770271145259,3.40995702586556,8.95838999184117,13,16,"carbonate dehydratase activity","MF"
"442","GO:0019843",0.033832225287177,2.95118613138686,10.6380881153114,15,19,"rRNA binding","MF"
"443","GO:0043130",0.033832225287177,2.95118613138686,10.6380881153114,15,19,"ubiquitin binding","MF"
"444","GO:0051287",0.0367834597797599,2.09929769009053,18.4766793581724,24,33,"NAD or NADH binding","MF"
"445","GO:0004955",0.0436143576194798,6.29342409140634,5.03909437041066,8,9,"prostaglandin receptor activity","MF"
"446","GO:0019966",0.0436143576194798,6.29342409140634,5.03909437041066,8,9,"interleukin-1 binding","MF"
"447","GO:0016879",0.0477768471699422,1.28420964416278,114.779371770465,127,205,"ligase activity, forming carbon-nitrogen bonds","MF"
"448","GO:0009982",0.0485381011191416,3.93373860182371,6.71879249388088,10,12,"pseudouridine synthase activity","MF"
"449","GO:0015116",0.0485381011191416,3.93373860182371,6.71879249388088,10,12,"sulfate transmembrane transporter activity","MF"
"450","GO:0015248",0.0485381011191416,3.93373860182371,6.71879249388088,10,12,"sterol transporter activity","MF"
"451","GO:0016813",0.0485381011191416,3.93373860182371,6.71879249388088,10,12,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","MF"
"452","GO:0016854",0.0485381011191416,3.93373860182371,6.71879249388088,10,12,"racemase and epimerase activity","MF"
"453","GO:0005048",0.0488497943383405,2.75410533998297,10.0781887408213,14,18,"signal sequence binding","MF"
"454","GO:0008173",0.0488497943383405,2.75410533998297,10.0781887408213,14,18,"RNA methyltransferase activity","MF"
"455","GO:0015464",0.0488497943383405,2.75410533998297,10.0781887408213,14,18,"acetylcholine receptor activity","MF"
"456","GO:0003995",0.0496652348204316,3.14726985285176,8.3984906173511,12,15,"acyl-CoA dehydrogenase activity","MF"
"457","GO:0004889",0.0496652348204316,3.14726985285176,8.3984906173511,12,15,"nicotinic acetylcholine-activated cation-selective channel activity","MF"
"458","GO:0050661",0.05304488749127,2.06606099342586,16.2370818602121,21,29,"NADP or NADPH binding","MF"
"459","GO:0003689",0.0549943086643119,Inf,2.79949687245037,5,5,"DNA clamp loader activity","MF"
"460","GO:0004749",0.0549943086643119,Inf,2.79949687245037,5,5,"ribose phosphate diphosphokinase activity","MF"
"461","GO:0004826",0.0549943086643119,Inf,2.79949687245037,5,5,"phenylalanine-tRNA ligase activity","MF"
"462","GO:0005498",0.0549943086643119,Inf,2.79949687245037,5,5,"sterol carrier activity","MF"
"463","GO:0008020",0.0549943086643119,Inf,2.79949687245037,5,5,"G-protein coupled photoreceptor activity","MF"
"464","GO:0008409",0.0549943086643119,Inf,2.79949687245037,5,5,"5'-3' exonuclease activity","MF"
"465","GO:0015165",0.0549943086643119,Inf,2.79949687245037,5,5,"pyrimidine nucleotide sugar transmembrane transporter activity","MF"
"466","GO:0016886",0.0549943086643119,Inf,2.79949687245037,5,5,"ligase activity, forming phosphoric ester bonds","MF"
"467","GO:0016888",0.0549943086643119,Inf,2.79949687245037,5,5,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF"
"468","GO:0019238",0.0549943086643119,Inf,2.79949687245037,5,5,"cyclohydrolase activity","MF"
"469","GO:0031210",0.0549943086643119,Inf,2.79949687245037,5,5,"phosphatidylcholine binding","MF"
"470","GO:0031405",0.0549943086643119,Inf,2.79949687245037,5,5,"lipoic acid binding","MF"
"471","GO:0032407",0.0549943086643119,Inf,2.79949687245037,5,5,"MutSalpha complex binding","MF"
"472","GO:0016298",0.0587967043659232,1.43230469835974,52.0706418275768,60,93,"lipase activity","MF"
"473","GO:0016788",0.0601698714376937,1.23538553858544,138.490803552696,151,248,"hydrolase activity, acting on ester bonds","MF"
"474","GO:0016893",0.0613366593408921,2.23099557611916,12.8742433516969,17,23,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF"
"475","GO:0001637",0.0615103909238991,2.22963819258538,12.8776856132717,17,23,"G-protein chemoattractant receptor activity","MF"
"476","GO:0008483",0.0657708088289116,2.36058394160584,11.1979874898015,15,20,"transaminase activity","MF"
"477","GO:0046961",0.0657708088289116,2.36058394160584,11.1979874898015,15,20,"proton-transporting ATPase activity, rotational mechanism","MF"
"478","GO:0051087",0.0657708088289116,2.36058394160584,11.1979874898015,15,20,"chaperone binding","MF"
"479","GO:0016878",0.0697186911400263,2.55707248844563,9.51828936633125,13,17,"acid-thiol ligase activity","MF"
"480","GO:0004579",0.0703353239036822,5.50607681088965,4.47919499592059,7,8,"dolichyl-diphosphooligosaccharide-protein glycotransferase activity","MF"
"481","GO:0008171",0.0703353239036822,5.50607681088965,4.47919499592059,7,8,"O-methyltransferase activity","MF"
"482","GO:0008253",0.0703353239036822,5.50607681088965,4.47919499592059,7,8,"5'-nucleotidase activity","MF"
"483","GO:0008318",0.0703353239036822,5.50607681088965,4.47919499592059,7,8,"protein prenyltransferase activity","MF"
"484","GO:0016801",0.0703353239036822,5.50607681088965,4.47919499592059,7,8,"hydrolase activity, acting on ether bonds","MF"
"485","GO:0043015",0.0703353239036822,5.50607681088965,4.47919499592059,7,8,"gamma-tubulin binding","MF"
"486","GO:0016866",0.0725723395720997,2.8872656440224,7.83546543277082,11,14,"intramolecular transferase activity","MF"
"487","GO:0005149",0.072802718849894,2.88464656290532,7.83859124286103,11,14,"interleukin-1 receptor binding","MF"
"488","GO:0015035",0.072802718849894,2.88464656290532,7.83859124286103,11,14,"protein disulfide oxidoreductase activity","MF"
"489","GO:0030170",0.0728651785154814,1.57458226613002,30.2345662224640,36,54,"pyridoxal phosphate binding","MF"
"490","GO:0015631",0.0732309313109249,3.5500855118495,6.151142954623,9,11,"tubulin binding","MF"
"491","GO:0015645",0.0738810597461405,3.53993435448578,6.15889311939081,9,11,"fatty-acid ligase activity","MF"
"492","GO:0051536",0.0762872254148142,2.02746649471061,13.9853592100783,18,25,"iron-sulfur cluster binding","MF"
"493","GO:0019956",0.0769852405903878,2.02347050539822,13.9974843622518,18,25,"chemokine binding","MF"
"494","GO:0003678",0.0820951956232003,1.70530312258903,21.2761762306228,26,38,"DNA helicase activity","MF"
"495","GO:0008235",0.0820951956232003,1.70530312258903,21.2761762306228,26,38,"metalloexopeptidase activity","MF"
"496","GO:0042578",0.0824744023968168,1.18023014831052,180.287598585804,193,322,"phosphoric ester hydrolase activity","MF"
"497","GO:0008144",0.0848342140900921,1.83621459297135,16.7969812347022,21,30,"drug binding","MF"
"498","GO:0016667",0.0904214873071719,2.20594686814526,10.6317222600408,14,19,"oxidoreductase activity, acting on sulfur group of donors","MF"
"499","GO:0043021",0.0908989876815985,2.20294368081742,10.6380881153114,14,19,"ribonucleoprotein binding","MF"
"500","GO:0015036",0.098091803628365,Inf,2.23873689941473,4,4,"disulfide oxidoreductase activity","MF"
